pk_id,app_name,status,order_number,price,order_date,order_category_name_en,order_category_name_ar,create_request_time,acceptance_time,assign_driver_request_time,delivery_time,store_name,authority_name_en,authority_name_ar,customer_region,customer_city,customer_district,store_region,store_city,store_district,store_latitude,store_longitude,customer_latitude,customer_longitude,path_time,path_distance_in_meter,path_wkt
1717036614,Hungerstation,Executed,155705330,1.0,,Food,أطعمة,,,,,Shawarmer,Restaurant,المطاعم,منطقة الرياض,الرياض,الرمال,منطقة الرياض,الرياض,القادسية,24.81815515,46.80368970000001,24.844085693359375,46.83269119262695,580265,10829.979276699414,"LINESTRING (46.803573 24.818098, 46.80365 24.81797, 46.80341 24.81788, 46.80311 24.81777, 46.80293 24.81769, 46.80247 24.81832, 46.80124 24.82001, 46.80117 24.82011, 46.80101 24.82032, 46.80095 24.82041, 46.8004 24.82115, 46.79889 24.82327, 46.79867 24.82353, 46.79866 24.82363, 46.79851 24.82393, 46.7985 24.82403, 46.79853 24.82413, 46.79862 24.82425, 46.799 24.82442, 46.79967 24.8247, 46.79992 24.82482, 46.80063 24.82511, 46.80212 24.82572, 46.80406 24.82655, 46.80424 24.82663, 46.80453 24.82672, 46.80477 24.82683, 46.8055 24.82715, 46.80597 24.82736, 46.80809 24.82824, 46.81002 24.82897, 46.81105 24.82931, 46.81188 24.82958, 46.81261 24.82981, 46.8172 24.8312, 46.81917 24.83173, 46.81985 24.83193, 46.82225 24.83243, 46.8241 24.83305, 46.82611 24.83346, 46.83742 24.83577, 46.83916 24.83611, 46.8416 24.8366, 46.84349 24.83698, 46.84514 24.83731, 46.84585 24.8375, 46.84658 24.83773, 46.84778 24.83816, 46.84843 24.83844, 46.84895 24.83868, 46.8499 24.83917, 46.85003 24.83924, 46.85018 24.83934, 46.85089 24.83978, 46.85139 24.83992, 46.85163 24.83996, 46.85185 24.83997, 46.85207 24.8399, 46.85228 24.83978, 46.85238 24.83966, 46.85247 24.83942, 46.8525 24.83919, 46.85247 24.83901, 46.85233 24.83859, 46.85221 24.83835, 46.85205 24.83811, 46.8519 24.83793, 46.85171 24.83777, 46.85154 24.83767, 46.85136 24.83761, 46.85117 24.83758, 46.85083 24.83762, 46.85065 24.83769, 46.85049 24.83779, 46.85035 24.83792, 46.85024 24.83807, 46.85016 24.83825, 46.85011 24.83844, 46.85011 24.8387, 46.85008 24.83903, 46.85018 24.83934, 46.85067 24.84175, 46.85079 24.84193, 46.85089 24.84215, 46.85105 24.84242, 46.85114 24.84252, 46.85134 24.84268, 46.85146 24.84275, 46.85161 24.8428, 46.85176 24.84281, 46.85192 24.8428, 46.85208 24.84276, 46.85222 24.8427, 46.85235 24.84261, 46.85246 24.84249, 46.85255 24.84235, 46.8526 24.84221, 46.85261 24.84205, 46.85257 24.84184, 46.85252 24.84168, 46.85245 24.84155, 46.85235 24.84141, 46.85201 24.84106, 46.85119 24.84043, 46.85065 24.84006, 46.85027 24.83981, 46.8495 24.83936, 46.84922 24.83919, 46.84832 24.83872, 46.84772 24.83845, 46.84714 24.83822, 46.84648 24.83798, 46.84563 24.83773, 46.84508 24.83762, 46.84202 24.83699, 46.84143 24.83687, 46.84118 24.83689, 46.84025 24.83674, 46.83739 24.83617, 46.83685 24.83607, 46.83661 24.83602, 46.83641 24.83598, 46.83622 24.83671, 46.83582 24.83663, 46.83561 24.83749, 46.83547 24.83755, 46.83527 24.8375, 46.83503 24.83744, 46.83452 24.83731, 46.83435 24.83813, 46.83413 24.83887, 46.83408 24.83902, 46.83394 24.83966, 46.83381 24.84007, 46.83382 24.84031, 46.83392 24.8407, 46.83409 24.84159, 46.83408 24.84167, 46.83356 24.8418, 46.83363 24.84238, 46.83358 24.84253, 46.83334 24.84295, 46.833 24.84366, 46.832762 24.844116)"
2843396325,Hungerstation,Executed,501005668,1.0,,Food,أطعمة,,,,,Al Asmak - Saudi Fishers,Restaurant,المطاعم,منطقة الرياض,الرياض,النزهة,منطقة الرياض,الرياض,الروضة,24.735239,46.762456,24.754109530321923,46.71653397381306,584390,9284.25572895104,"LINESTRING (46.762635 24.735353, 46.76307 24.73479, 46.76329 24.73448, 46.76394 24.73358, 46.76459 24.73269, 46.76417 24.73243, 46.76393 24.7323, 46.76277 24.73157, 46.76212 24.73118, 46.762 24.7311, 46.7614 24.73071, 46.76013 24.72992, 46.75978 24.72971, 46.75946 24.7295, 46.75815 24.72869, 46.75796 24.72857, 46.75746 24.72827, 46.75662 24.72778, 46.75627 24.72762, 46.75603 24.72752, 46.75585 24.72751, 46.7557 24.72755, 46.75555 24.72764, 46.75544 24.72776, 46.75522 24.72821, 46.75496 24.72861, 46.75424 24.72971, 46.754 24.72998, 46.75348 24.73101, 46.75327 24.73146, 46.75271 24.73256, 46.75191 24.73412, 46.75167 24.73457, 46.75143 24.73497, 46.75111 24.73566, 46.75037 24.73713, 46.74994 24.73798, 46.74934 24.73924, 46.74867 24.7406, 46.74731 24.74333, 46.74683 24.74431, 46.74676 24.74444, 46.7462 24.74553, 46.74507 24.7478, 46.74488 24.74818, 46.74356 24.7508, 46.74292 24.75206, 46.74275 24.75241, 46.74252 24.75341, 46.74238 24.75364, 46.74168 24.75504, 46.74138 24.75566, 46.74133 24.75577, 46.74103 24.75638, 46.74084 24.75674, 46.74074 24.75695, 46.73974 24.75899, 46.7395 24.75947, 46.73953 24.75969, 46.7396 24.75984, 46.73966 24.7599, 46.74 24.76008, 46.74073 24.76037, 46.74191 24.76085, 46.74328 24.76145, 46.7434 24.7615, 46.74438 24.7619, 46.74446 24.76198, 46.74449 24.76205, 46.74447 24.76212, 46.74444 24.76218, 46.74435 24.76223, 46.74423 24.76226, 46.74336 24.76192, 46.74208 24.76142, 46.74183 24.76134, 46.74076 24.76071, 46.73997 24.76039, 46.73892 24.75995, 46.7377 24.75942, 46.73384 24.75776, 46.73361 24.75765, 46.727 24.75466, 46.72464 24.75357, 46.72434 24.75351, 46.72406 24.75345, 46.72365 24.75327, 46.72244 24.75272, 46.72159 24.75232, 46.72139 24.75223, 46.72111 24.75211, 46.72091 24.75203, 46.72059 24.7519, 46.72029 24.75178, 46.71995 24.75164, 46.71954 24.75146, 46.71923 24.75208, 46.71893 24.75271, 46.71876 24.75304, 46.71833 24.7529, 46.71812 24.75281, 46.71747 24.75255, 46.71684 24.75379, 46.71676 24.75395, 46.716655 24.75416)"
1233173308,Hungerstation,Executed,1009368755,1.0,,Food,أطعمة,,,,,Pizza Inn,Restaurant,المطاعم,منطقة الرياض,الرياض,إشبيلية,منطقة الرياض,الرياض,اليرموك,24.79845765,46.78259825,24.78551,46.77629,241386,3343.2591284577643,"LINESTRING (46.782645 24.798365, 46.7823 24.79822, 46.78202 24.79883, 46.78174 24.79938, 46.78274 24.79979, 46.78248 24.80035, 46.78211 24.80109, 46.78274 24.80136, 46.78313 24.8006, 46.78321 24.80056, 46.78334 24.80032, 46.78339 24.80028, 46.78348 24.80024, 46.78375 24.79962, 46.78387 24.79933, 46.7841 24.79883, 46.78416 24.79871, 46.78432 24.79839, 46.78455 24.79796, 46.78487 24.79738, 46.78576 24.79576, 46.78611 24.79505, 46.78697 24.79341, 46.78725 24.7928, 46.78755 24.79217, 46.78767 24.79192, 46.78777 24.79169, 46.78789 24.79144, 46.78759 24.79131, 46.78707 24.7911, 46.78514 24.79027, 46.7848 24.79012, 46.78421 24.78987, 46.78344 24.78954, 46.78307 24.78939, 46.78234 24.78911, 46.78166 24.78886, 46.78102 24.78858, 46.78011 24.78816, 46.77897 24.7877, 46.77874 24.78758, 46.77813 24.78732, 46.77805 24.78729, 46.77799 24.78741, 46.77772 24.78795, 46.77753 24.78787, 46.7778 24.78735, 46.77701 24.787, 46.77716 24.78667, 46.77747 24.78602, 46.776279 24.785531)"
