customer_latitude,customer_longitude,store_latitude,store_longitude
26.417160034179688,50.088069915771484,26.3783941427963,50.05953315826646
30.99091734073587,41.014970652759075,30.9803858,41.0509997
30.96237591475044,41.044958755373955,30.9804253,41.05101630000001
30.99909210205078,41.08129119873047,30.9821727,41.0453053
29.642062977858714,43.54130644351245,29.632878281435474,43.521959604278955
29.855525936892064,40.21743223071098,29.867803,40.2189303
24.809576503756542,46.82602442800999,24.7264128,46.7852094
24.807302474975586,46.63227081298828,24.791429950016,46.62581050185241
24.554249605888,46.6275523602962,24.5652008,46.6295494
24.68400109256311,46.708672754466534,24.64696116741464,46.71620811230316
16.909840477047968,42.56840821355582,16.9002379,42.55724370000001
30.99,41.02,30.99,41.02
31.00502866568614,41.128195747733116,30.990589,41.049571
25.379599283914875,49.548609405756,25.3924780694846,49.5614354456024
24.56,46.71,24.56,46.7
24.494,39.488,24.473,39.582
27.468738628184376,41.71465102583169,27.5066317,41.6989464
30.985542526906478,41.00842271000147,30.98095210967158,41.00539380185241
30.986088644805793,41.05654120445251,30.9873678,41.0296949
29.96738052368164,40.195194244384766,29.97613980000001,40.21409690000001
29.645084381103516,43.529075622558594,29.62358929891103,43.51294381016355
29.81517883069182,39.839583076536655,29.7940304,39.87199090000001
29.813215548319455,39.84473694115877,29.7943426,39.871833
21.52757677171441,39.16837904602289,21.5472767,39.1495025
29.92,40.17,29.93,40.19
27.67967222556991,41.69872909784317,27.5065398,41.6681523
26.275,50.198,26.297,50.214
25.967496915578856,43.70982460677624,25.99358008977008,43.72700592271389
29.96163558959961,40.21527862548828,29.9599619,40.2078611
29.96900689380928,40.215665996074684,29.959963375083554,40.20786076784134
29.924793243408203,40.185550689697266,29.961232,40.20409
31.32352938395022,37.333488911390305,31.333789681084,37.342529296875
21.435010271465817,39.796891026198864,21.4424627,39.8002028
24.517450902804867,39.691764526069164,24.476409730318665,39.71008904278278
27.539204671135508,41.70610886067152,27.5462762143928,41.7164672104645
24.70202290000000,46.71244600000000,24.7786545861,46.7026260495
21.526179196565497,39.250316172838204,21.5219706922612,39.2396508351593
24.6337169,46.7015134,24.6871828,46.6804243
21.4827613,39.1907732,21.5209288,39.1689385
24.55097463517857,46.777813732624054,24.595781,46.795419
24.797365188598633,46.801544189453125,24.802649,46.794876
24.77256250000000,46.69793749999999,24.7676661710,46.6772573814
29.98333948255082,40.20405974239111,29.97650014063285,40.21449511957396
26.378,50.121,26.377,50.061
25.41352081298828,49.584869384765625,25.406906,49.573996
21.5346622467041,39.18968963623047,21.536585475681143,39.19247596129074
24.7125282966173,46.6235360875726,24.6888257,46.5899291
24.735,46.678,24.732,46.676
16.67,42.95,16.6,42.93
31.33,37.31,31.33,37.33
24.793,46.617,24.792,46.626
21.53635,39.17402,21.522115,39.16265
30.99927529313057,41.06179129332304,30.9978297,41.05999449999999
24.7200384730703,46.830173805356,24.761223,46.78021
21.6580810546875,39.148799896240234,21.6208433,39.1929585
24.744962650787635,46.78766582161189,24.7621011335436,46.810549311018
24.862168922029092,46.62944499403238,24.84508965960417,46.604229738539104
31.312862942473927,37.35144764184952,31.315443,37.346401
16.832025665699053,42.60176181793213,16.855364171299787,42.59793370646095
24.6756534576416,46.70068359375,24.68922715192233,46.71219818650819
24.53,46.69,24.56,46.7
24.793,46.691,24.809,46.642
29.812421798706055,39.863006591796875,29.80501779999999,39.860149
24.778694463615118,46.774224936962135,24.8009167,46.7883611
24.85420553467767,46.772580742836,24.79651609999999,46.6289053
27.3676745004778,41.72026053071023,27.52460201992202,41.669572473876464
24.660,46.532,24.641,46.557
26.465294869298365,50.08429851382971,26.451422981451373,50.09629446054839
21.62291145324707,39.208587646484375,21.6240866,39.2092786
21.623062159234482,39.20966628938913,21.624558,39.210822
21.62424659729004,39.205360412597656,21.624558,39.210822
21.647754626207405,39.22901373356581,21.6246017577511,39.2108117238312
24.48532485961914,39.525604248046875,24.482256,39.569978
24.818,46.628,24.808,46.618
24.76007210143803,46.789536997675896,24.762868,46.799656
24.786243257704637,46.80283773690462,24.779507,46.788441
26.361712410679267,43.95621534436941,26.3870946,43.9660683
24.86,46.84,24.86,46.83
24.7281648755807,46.7921343818307,24.74669675,46.8150723
26.51,50.02,26.38,50.05
29.967271450172955,40.1978799328208,29.9619368,40.20344480000001
24.8237133167,46.6349615228,24.82274400742180,46.65356534719474
24.755649827712926,46.54734693467617,24.7464062,46.620149699999956
24.14687658239998,37.95578185468912,24.095976,38.064595
30.979705768496675,41.032409034669406,30.9826309,41.0251836
30.99325942993164,40.997379302978516,30.9851901,41.05104130000001
29.92161419145575,40.18377888947725,29.8676638,40.21820580000001
31.310088438580888,37.33434084802866,31.3210077,37.3519025
31.33,37.35,31.33,37.36
24.0865442639393,38.0845349282026,24.084045,38.082469
24.865848541259766,46.84309005737305,24.76290836825127,46.79935399384843
30.99,41.05,30.95,40.99
24.48,39.56,24.48,39.57
25.412,49.567,25.412,49.555
24.695517788329585,46.73915807157755,24.6869587,46.7339015
31.677396774291992,38.659061431884766,31.6766555,38.6613089
26.43532254394621,50.12642168402670,Riyadh,NULL
26.43532254394621,50.12642168402670,Riyadh,NULL
26.43532254394621,50.12642168402670,Riyadh,NULL
24.09556025285719,38.032581210136414,24.0844295145533,38.0494737625122
21.422577484998918,39.279337003827095,21.440769,39.279968
29.638172149658203,43.50381851196289,29.6399602,43.53168400000001
24.703343026436695,46.6189206764102,24.7332067754128,46.6109010946512
24.47384495617668,39.6319629997015,24.47014255,39.64164075
21.66,39.14,21.58,39.16
26.290428628314437,44.83413487672805,26.310004889106587,44.826946477591996
29.9741302693961,40.18233351409435,29.979834436616265,40.1827760733161
29.97325983697032,40.17919700592756,30.00317015009578,40.21200003241328
30.961889266967773,41.0377311706543,30.956281,41.004839
